claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
21810,30,M,1.0,95,34010,1,1,Own,85035,10/8/2016,Saturday,Local,0,0.0,89,Broker,0,3341.242079,5.0,Compact,8619.901851,blue,26680.36521
21812,46,F,0.0,96,38279,1,1,Own,85028,3/25/2015,Wednesday,Local,0,0.0,27,Broker,0,6219.915437,8.0,Large,12083.890159999999,red,18967.02436
21813,51,M,1.0,73,39334,1,1,Own,80016,8/21/2015,Friday,Local,0,0.0,47,Broker,0,6925.945517,0.0,Large,25076.3056,gray,19832.53408
21814,49,M,1.0,92,38900,1,1,Own,85064,11/1/2016,Tuesday,Highway,0,0.0,49,Broker,0,4510.396447,6.0,Compact,25776.41165,blue,60006.6157
21815,35,M,1.0,88,35549,1,1,Rent,50001,8/7/2015,Friday,Local,0,1.0,17,Broker,0,1984.59876,5.0,Compact,24270.87994,blue,14993.48823
21816,60,F,1.0,84,40935,1,1,Own,80104,3/11/2016,Friday,Parking Lot,2,0.0,0,Broker,1,4704.3030229999995,4.0,Large,21555.76554,black,31134.732289999996
21818,48,F,1.0,48,38736,0,1,Own,85067,9/6/2016,Tuesday,Local,1,1.0,50,Broker,0,7238.177535,7.0,Compact,18513.57373,silver,34910.49572
21819,73,F,1.0,80,42917,0,1,Rent,15019,9/21/2016,Wednesday,Local,0,1.0,12,Phone,1,4653.694785000001,8.0,Medium,19062.10602,blue,23861.16377
21820,58,M,1.0,78,40602,0,0,Own,85016,1/15/2015,Thursday,Parking Lot,0,0.0,8,Phone,1,1054.59941,4.0,Medium,6023.694725,other,33491.025630000004
21821,52,M,1.0,86,39515,1,1,Rent,80021,9/19/2016,Monday,Local,0,1.0,1,Broker,1,3805.965553,7.0,Compact,36228.4407,silver,5337.765063
21824,77,M,1.0,89,43422,1,0,Own,20113,5/22/2016,Sunday,Highway,0,0.0,6,Phone,0,6152.137165,2.0,Large,20169.325719999997,blue,9569.961229999999
21825,38,F,1.0,85,36373,1,0,Own,50039,1/30/2016,Saturday,Highway,0,0.0,66,Broker,0,4799.635943,5.0,Medium,6688.48424,gray,20739.941890000002
21829,46,F,1.0,82,38282,1,1,Own,50025,9/17/2015,Thursday,Parking Lot,0,0.0,48,Online,1,3221.180029,3.0,Medium,24157.910509999998,silver,35021.63718
21831,37,M,0.0,68,36110,1,1,Own,50054,3/21/2016,Monday,Local,2,0.0,19,Phone,1,5093.168107,4.0,Compact,12190.827220000001,white,21093.116140000002
21832,46,M,1.0,53,38297,1,0,Rent,50021,4/28/2015,Tuesday,Local,0,0.0,4,Phone,1,6721.045173,0.0,Large,31705.58949,blue,28865.214030000003
21836,23,M,0.0,87,31341,1,0,Own,20153,6/8/2016,Wednesday,Highway,0,0.0,5,Phone,1,3264.497003,5.0,Medium,32952.88285,silver,19948.5633
21837,60,F,1.0,92,40926,1,1,Rent,80103,9/9/2015,Wednesday,Parking Lot,1,0.0,67,Broker,0,2363.627152,6.0,Medium,46891.0011,gray,31215.91845
21838,53,M,0.0,78,39697,1,1,Rent,15059,12/6/2015,Sunday,Highway,0,0.0,79,Phone,1,5389.835886,5.0,Large,17953.67419,silver,49644.46501
21843,29,M,1.0,64,33654,0,0,Rent,80004,5/2/2015,Saturday,Local,0,0.0,65,Online,0,5049.126113,6.0,Compact,16579.72678,other,29735.82528
21845,42,M,0.0,62,37360,1,0,Rent,15057,7/26/2015,Sunday,Local,0,0.0,50,Broker,1,3990.8162810000003,11.0,Large,26584.23524,white,11394.17435
21850,58,F,0.0,89,40599,1,1,Own,85073,11/27/2015,Friday,Local,0,0.0,100,Broker,1,4624.304198,5.0,Large,21837.28054,red,29061.99836
21852,36,F,1.0,57,35843,1,0,Own,15035,5/27/2015,Wednesday,Highway,0,1.0,30,Phone,1,9893.872626999999,9.0,Large,13982.9582,red,50019.85337
21856,54,M,0.0,96,39898,1,1,Own,50025,5/5/2015,Tuesday,Parking Lot,0,0.0,11,Broker,0,4887.696805,3.0,Compact,20042.68504,red,15557.509559999999
21859,39,F,0.0,90,36648,0,1,Rent,50047,7/11/2016,Monday,Parking Lot,0,0.0,18,Phone,0,4892.084491,3.0,Compact,27524.576489999996,red,38491.40908
21863,49,M,1.0,57,38921,1,0,Own,20128,4/29/2016,Friday,Local,2,0.0,9,Broker,1,6749.929303,3.0,Medium,28347.71743,other,30661.63573
21866,43,M,0.0,90,37593,1,0,Rent,15018,10/1/2016,Saturday,Local,2,0.0,50,Broker,1,2259.94047,3.0,Medium,21606.391,white,19553.74348
21868,34,M,0.0,86,35255,1,1,Own,15001,11/3/2015,Tuesday,Local,1,0.0,41,Phone,1,6280.154772,6.0,Medium,33422.832780000004,other,22601.47346
21870,41,F,1.0,88,37133,0,1,Own,15025,9/20/2015,Sunday,Highway,1,0.0,51,Phone,1,3636.345628,6.0,Medium,11738.896920000001,white,20340.97727
21872,45,F,0.0,84,38055,1,1,Rent,20109,1/24/2015,Saturday,Local,0,1.0,95,Broker,0,4852.313759000001,7.0,Large,6643.455061,white,8083.064832999999
21874,46,F,0.0,64,38293,1,1,Rent,20131,11/10/2016,Thursday,Local,1,0.0,23,Phone,1,9824.578162,5.0,Compact,28980.01945,other,16465.8091
21875,44,F,1.0,69,37840,0,1,Rent,80017,5/31/2016,Tuesday,Local,0,0.0,95,Phone,1,5165.454179,4.0,Large,9435.29938,black,37095.26844
21877,46,F,1.0,72,38295,0,1,Own,80031,3/10/2016,Thursday,Local,0,0.0,99,Phone,1,6410.901617,4.0,Medium,39558.62707,blue,7920.578631999999
21878,35,M,1.0,76,35557,1,1,Own,80027,8/14/2016,Sunday,Parking Lot,1,0.0,50,Phone,1,3174.249087,4.0,Medium,12217.04845,other,9940.561567
21879,40,M,1.0,95,36892,1,1,Own,80102,9/5/2015,Saturday,Local,0,0.0,20,Broker,0,4850.905897,8.0,Compact,10771.60434,blue,28556.865980000002
21880,40,F,1.0,79,36920,1,0,Rent,85067,9/9/2016,Friday,Local,0,0.0,30,Phone,1,3703.4549060000004,8.0,Medium,12706.89041,red,14565.17601
21881,42,F,1.0,24,37393,1,0,Rent,20148,8/7/2016,Sunday,Local,0,0.0,30,Broker,0,6096.573372,8.0,Large,22781.4117,blue,17741.3427
21888,30,F,0.0,64,34007,0,1,Own,50003,7/3/2016,Sunday,Highway,0,1.0,93,Phone,1,5395.148034000001,3.0,Medium,29737.45446,white,15002.00798
21894,56,M,0.0,96,40253,1,0,Own,20111,10/26/2015,Monday,Parking Lot,1,0.0,57,Broker,0,5210.935493,7.0,Large,11841.480790000001,gray,27603.350130000003
21899,35,M,0.0,66,35577,1,1,Rent,85054,5/4/2016,Wednesday,Local,0,0.0,47,Broker,0,4669.531290999999,6.0,Medium,7493.746040000001,blue,32476.381680000002
21900,29,F,1.0,79,33684,1,1,Rent,15001,11/23/2015,Monday,Highway,1,1.0,29,Online,0,3183.990912,5.0,Medium,14603.209990000001,blue,29061.57993
21903,29,M,0.0,56,33680,1,1,Own,50014,11/19/2016,Saturday,Local,0,0.0,94,Online,1,2243.113909,8.0,Large,5948.038057,other,18422.80056
21907,44,F,0.0,75,37837,0,0,Own,15021,6/12/2015,Friday,Local,0,0.0,4,Phone,1,4391.954866,3.0,Large,45638.51537,red,25379.53907
21908,26,M,1.0,76,32556,1,0,Rent,50028,12/28/2016,Wednesday,Local,1,0.0,3,Online,1,4596.681237,3.0,Compact,9630.546143000001,other,34630.36095
21909,44,M,1.0,80,37839,1,0,Rent,20152,8/10/2016,Wednesday,Parking Lot,0,0.0,22,Phone,1,3075.125118,4.0,Large,40144.67951,silver,39563.10371
21914,47,M,1.0,66,38506,0,0,Rent,15042,1/30/2015,Friday,Local,1,1.0,50,Broker,1,4325.969943,2.0,Medium,28138.25686,red,20128.75016
21917,38,F,0.0,40,36373,1,0,Rent,0,7/5/2015,Sunday,Local,3,0.0,70,Broker,1,9578.703941,7.0,Compact,14505.156340000001,silver,17772.12701
21922,59,F,1.0,76,40771,1,0,Own,20163,5/19/2016,Thursday,Parking Lot,0,0.0,50,Broker,1,3869.5851399999997,4.0,Medium,16608.78516,blue,23826.40193
21924,43,M,1.0,67,37599,1,1,Own,15043,9/25/2015,Friday,Local,1,0.0,6,Phone,1,5524.906103,4.0,Large,17964.251490000002,white,25006.71408
21925,49,M,1.0,84,38930,1,1,Own,50039,8/25/2015,Tuesday,Local,3,0.0,3,Broker,1,5942.646286,4.0,Large,13837.72059,white,28265.99246
21926,28,M,0.0,87,33326,1,1,Rent,20120,4/2/2015,Thursday,Parking Lot,2,0.0,22,Online,1,3635.6616729999996,13.0,Large,27344.52753,white,22552.4753
21928,56,M,1.0,66,40264,1,0,Own,20159,1/30/2015,Friday,Local,2,1.0,2,Broker,0,3325.598897,4.0,Compact,7475.433937999999,other,39333.99686
21931,32,M,0.0,57,34673,1,1,Rent,80024,4/18/2016,Monday,Highway,0,0.0,96,Broker,1,6395.734347,6.0,Compact,20182.00096,silver,6871.8848689999995
21932,55,F,1.0,81,40054,1,0,Rent,80037,6/4/2016,Saturday,Local,1,0.0,14,Broker,1,2783.782403,5.0,Compact,28044.6954,black,40219.63917
21934,33,M,1.0,75,34964,0,1,Own,80033,6/9/2015,Tuesday,Parking Lot,0,1.0,29,Broker,0,4675.769417,10.0,Medium,8477.30412,white,23914.37638
21935,34,F,1.0,73,35246,1,0,Own,20134,4/21/2016,Thursday,Parking Lot,0,0.0,50,Phone,0,3490.009354,4.0,Medium,30359.925460000002,silver,23391.46356
21936,44,F,1.0,83,37851,1,0,Own,20135,12/1/2016,Thursday,Highway,0,0.0,81,Broker,1,2354.42694,5.0,Compact,24950.02355,silver,14480.407940000001
21937,36,F,1.0,75,35825,0,0,Rent,85001,9/17/2015,Thursday,Local,0,0.0,36,Phone,1,2222.347953,4.0,Compact,30862.08215,gray,18741.82483
21939,42,F,0.0,76,37355,0,1,Own,15022,9/21/2016,Wednesday,Local,0,0.0,50,Broker,1,5390.387065999999,4.0,Compact,18385.05958,white,20483.06218
21943,48,F,1.0,69,38723,1,0,Own,85027,8/1/2015,Saturday,Local,0,1.0,93,Phone,1,6205.262637,10.0,Compact,18210.60157,white,10741.16251
21944,36,F,1.0,75,35827,1,0,Rent,85027,12/1/2015,Tuesday,Parking Lot,0,0.0,22,Phone,1,3130.3413739999996,10.0,Large,43194.07193,silver,17516.4445
21957,52,M,1.0,82,39503,0,1,Own,20160,2/21/2015,Saturday,Local,1,0.0,93,Broker,0,3497.8501909999995,6.0,Medium,15094.98839,white,10137.09304
21961,48,F,0.0,46,38717,1,0,Own,20122,7/21/2016,Thursday,Local,1,0.0,36,Broker,1,3080.142359,9.0,Compact,7352.313153,blue,28122.88923
21963,28,F,1.0,72,33317,1,0,Rent,15012,10/24/2016,Monday,Local,1,0.0,79,Online,0,7653.6617909999995,2.0,Large,40847.23437,gray,19362.980919999998
21966,42,M,1.0,38,37371,1,0,Rent,80016,3/24/2015,Tuesday,Highway,0,0.0,89,Broker,1,3793.7253060000003,5.0,Medium,40958.6686,silver,43249.96211
21968,48,F,1.0,40,38710,0,1,Own,20165,8/25/2016,Thursday,Parking Lot,0,0.0,50,Broker,0,3072.4801629999997,7.0,Medium,30700.83988,black,29416.96543
21971,24,M,0.0,75,31770,0,1,Rent,80046,12/8/2016,Thursday,Parking Lot,2,0.0,16,Online,1,6895.658294,3.0,Medium,8599.489317,blue,20210.179
21975,54,M,0.0,45,39882,1,1,Rent,85023,2/27/2015,Friday,Parking Lot,1,0.0,23,Broker,1,3125.743221,6.0,Compact,26255.92264,blue,6425.92277
21978,29,F,1.0,35,33685,0,1,Rent,15059,12/26/2016,Monday,Highway,0,0.0,96,Online,0,3828.1030560000004,2.0,Large,27742.96783,white,39667.06291
21983,60,M,1.0,82,40932,1,1,Rent,50001,7/4/2015,Saturday,Local,0,1.0,82,Phone,0,4511.589565,4.0,Compact,21712.212330000002,silver,22272.909630000002
21984,69,M,0.0,32,42352,1,1,Rent,15020,8/19/2016,Friday,Local,0,1.0,1,Phone,1,7857.276668,3.0,Medium,25459.62565,red,20931.73785
21985,61,F,0.0,85,41112,0,1,Rent,80047,2/28/2015,Saturday,Parking Lot,0,0.0,88,Broker,0,4850.815404999999,2.0,Medium,20735.42898,white,18243.471530000003
21986,54,M,1.0,69,39872,1,0,Own,20101,11/9/2016,Wednesday,Local,0,0.0,0,Online,0,5034.919022,2.0,Medium,13958.108580000002,blue,17844.73951
21988,32,F,0.0,90,34672,1,0,Own,15025,9/6/2015,Sunday,Local,0,1.0,17,Online,0,4904.211321,8.0,Compact,6393.336814,gray,31643.4524
21990,32,F,0.0,76,34660,1,1,Own,20129,2/6/2016,Saturday,Highway,0,0.0,97,Broker,1,4075.5325759999996,3.0,Medium,16081.9425,blue,42173.078539999995
21991,53,M,1.0,82,39692,0,0,Own,15012,3/20/2016,Sunday,Local,0,0.0,95,Phone,1,2216.5426079999997,5.0,Medium,23480.26708,gray,48039.90885
21993,34,M,1.0,92,35262,0,1,Own,85018,2/11/2015,Wednesday,Highway,0,0.0,100,Phone,1,7129.1758469999995,6.0,Compact,21467.60973,white,32796.37955
21994,40,F,1.0,34,36889,1,1,Rent,80007,9/2/2016,Friday,Local,0,1.0,4,Phone,0,3294.6807510000003,8.0,Medium,19757.60936,red,17356.95204
21995,49,F,0.0,90,38921,0,0,Rent,50047,3/26/2016,Saturday,Local,1,0.0,47,Broker,1,2144.177157,4.0,Large,40212.32061,white,14045.597269999998
21996,48,M,0.0,58,38708,1,0,Own,15012,12/21/2015,Monday,Local,0,0.0,16,Broker,1,5443.668119,6.0,Compact,10879.51093,red,4968.354931
21998,55,M,1.0,69,40054,0,0,Own,50005,11/8/2016,Tuesday,Highway,1,0.0,100,Broker,1,5507.41647,10.0,Compact,11538.91461,blue,7725.7882469999995
22000,47,M,1.0,95,38499,0,1,Rent,50037,5/28/2015,Thursday,Local,0,1.0,97,Phone,1,5245.9294,2.0,Medium,36337.12997,other,21789.3965
22002,39,M,0.0,73,36637,1,1,Rent,20142,10/19/2016,Wednesday,Local,1,0.0,65,Phone,1,2440.512932,8.0,Medium,19860.70014,gray,31782.33001
22004,50,F,1.0,41,39120,1,1,Rent,80018,6/29/2015,Monday,Parking Lot,1,0.0,31,Online,0,6756.489306999999,4.0,Compact,12112.35363,silver,31760.794710000002
22005,58,F,1.0,86,40615,0,1,Own,15028,10/12/2015,Monday,Local,0,0.0,83,Phone,0,4376.798897,8.0,Compact,28096.56968,silver,21135.342630000003
22006,40,M,1.0,92,36889,1,0,Own,85068,9/16/2016,Friday,Local,0,0.0,97,Phone,1,8232.244451,2.0,Medium,40331.8508,gray,13268.65617
22007,34,M,1.0,75,35273,1,1,Rent,20101,4/9/2016,Saturday,Local,0,0.0,90,Broker,0,9810.579992,6.0,Medium,39473.72768,blue,28682.478280000003
22008,46,F,1.0,72,38283,1,0,Rent,15012,1/10/2015,Saturday,Parking Lot,0,0.0,74,Phone,1,4347.132688000001,5.0,Large,19677.50015,black,12844.44478
22013,41,M,1.0,97,37130,0,1,Own,80016,2/21/2015,Saturday,Parking Lot,0,0.0,0,Broker,0,6754.940299,3.0,Medium,22644.474459999998,gray,5293.864334000001
22015,29,M,1.0,79,33677,1,0,Rent,50051,7/1/2015,Wednesday,Local,0,0.0,0,Online,1,5150.710753,3.0,Compact,23940.95307,other,13144.32121
22016,45,F,1.0,79,38066,0,0,Rent,15001,11/18/2015,Wednesday,Parking Lot,0,0.0,83,Phone,1,4064.504406,1.0,Medium,12592.551370000001,gray,42342.9051
22019,48,F,1.0,78,38702,1,1,Own,85027,10/29/2015,Thursday,Parking Lot,0,1.0,34,Online,1,2319.997135,3.0,Medium,32559.0517,black,26317.46009
22020,38,M,1.0,91,36371,0,0,Own,80103,11/24/2016,Thursday,Highway,0,0.0,17,Broker,1,2276.1902649999997,7.0,Large,4678.841262,red,18371.17554
22022,26,F,1.0,60,32599,1,0,Own,50005,8/31/2015,Monday,Highway,0,1.0,89,Broker,1,3785.104906,7.0,Large,41237.1826,white,61470.2129
22023,54,M,0.0,89,39891,1,1,Rent,85060,6/29/2015,Monday,Local,0,1.0,56,Broker,1,2139.740461,7.0,Large,7371.001667,black,17891.36669
22024,33,M,0.0,67,34970,0,1,Rent,20146,11/4/2015,Wednesday,Local,1,0.0,6,Broker,0,3574.497636,6.0,Medium,9679.037464,red,17922.43681
22025,53,F,1.0,89,39714,1,0,Rent,85010,1/21/2015,Wednesday,Local,0,0.0,85,Broker,1,4364.64306,6.0,Medium,24134.69816,gray,33744.518560000004
22028,60,M,0.0,63,40948,0,0,Own,15049,6/9/2016,Thursday,Parking Lot,0,0.0,14,Broker,0,6949.139475,11.0,Compact,27743.69025,silver,43949.603760000005
22029,26,F,0.0,82,32579,0,1,Rent,20164,8/22/2016,Monday,Local,1,1.0,0,Online,1,4718.049518,4.0,Large,23207.264219999997,white,13298.70363
22030,44,M,1.0,81,37836,0,0,Rent,50039,3/23/2015,Monday,Local,0,0.0,20,Broker,1,5254.6140909999995,3.0,Large,11496.66441,white,30845.4866
22033,80,M,1.0,91,43811,1,0,Rent,80104,10/26/2016,Wednesday,Local,0,0.0,47,Broker,1,16634.45766,6.0,Compact,6147.073702000001,gray,24691.19194
22034,58,F,0.0,75,40594,0,1,Own,85030,9/9/2016,Friday,Parking Lot,3,0.0,25,Phone,1,2988.450184,3.0,Compact,24926.96874,red,9189.198632
22035,41,M,1.0,81,37132,0,1,Rent,85062,5/19/2015,Tuesday,Parking Lot,0,1.0,32,Broker,1,5429.079556000001,1.0,Medium,7864.950237999999,gray,17908.89189
22038,41,F,1.0,31,37127,1,0,Own,20111,5/28/2015,Thursday,Local,0,0.0,63,Phone,0,6620.39087,2.0,Compact,13693.825569999999,black,29721.04918
22040,76,M,0.0,58,43292,0,1,Rent,50037,12/30/2015,Wednesday,Local,0,1.0,3,Broker,0,6237.446233,1.0,Compact,25925.50319,other,8726.191245999999
22044,49,F,1.0,69,38933,1,0,Own,80104,9/23/2015,Wednesday,Local,0,0.0,57,Phone,0,2949.765369,9.0,Medium,26673.82047,red,9096.948508
22047,46,F,1.0,79,38304,1,0,Rent,20129,3/19/2015,Thursday,Local,0,0.0,39,Broker,0,7518.508906,6.0,Compact,15223.28334,blue,15388.117830000001
22051,54,F,1.0,71,39901,1,0,Rent,85032,5/19/2015,Tuesday,Highway,1,0.0,5,Broker,0,3879.2633090000004,3.0,Medium,16418.46455,white,27373.96962
22052,45,M,1.0,53,38074,1,1,Own,85010,8/24/2015,Monday,Highway,1,0.0,35,Broker,1,4153.141913,4.0,Compact,34765.00604,silver,19264.87846
22053,44,M,1.0,74,37839,1,1,Rent,85071,1/2/2016,Saturday,Highway,0,0.0,31,Phone,1,3812.755289,3.0,Medium,15226.45796,white,70860.34567000001
22055,40,M,1.0,88,36878,0,1,Rent,85078,2/5/2015,Thursday,Local,0,0.0,24,Broker,0,4438.6304979999995,6.0,Large,13187.182009999999,red,8944.699732
22056,45,F,1.0,68,38076,1,1,Own,85082,9/25/2016,Sunday,Local,2,1.0,22,Phone,1,3260.206283,5.0,Medium,35174.41809,white,30655.98939
22058,49,F,1.0,73,38921,1,1,Own,20141,12/13/2016,Tuesday,Highway,0,0.0,81,Phone,1,4593.11307,3.0,Compact,28137.7668,white,10524.19905
22059,45,M,1.0,67,38077,1,1,Own,15028,5/20/2016,Friday,Local,0,0.0,99,Phone,0,6037.3917280000005,6.0,Large,9381.670125,black,44916.87548
22060,50,F,1.0,96,39108,0,0,Rent,80047,9/15/2015,Tuesday,Highway,0,1.0,27,Phone,1,4399.505882,7.0,Large,25615.95427,white,24611.73745
22061,54,F,1.0,73,39882,1,0,Own,80016,8/23/2015,Sunday,Parking Lot,0,0.0,64,Online,0,1978.007039,5.0,Medium,36793.72287,blue,29919.74589
22063,43,M,0.0,90,37632,0,1,Own,20165,10/16/2016,Sunday,Highway,0,0.0,89,Broker,1,7996.40936,4.0,Compact,32452.43654,black,22206.94154
22065,52,F,0.0,83,39520,1,1,Own,20138,8/23/2016,Tuesday,Local,0,0.0,9,Phone,1,5714.432227,2.0,Compact,16766.49385,silver,17849.17215
22072,45,F,1.0,90,38050,1,1,Rent,85004,8/10/2015,Monday,Highway,1,1.0,13,Phone,0,8034.377149,6.0,Large,16735.52274,black,42847.49807
22074,42,M,1.0,89,37367,1,1,Own,80027,1/14/2015,Wednesday,Local,0,0.0,28,Online,0,1422.975303,4.0,Compact,24272.036519999998,blue,31505.58912
22076,31,M,1.0,86,34343,1,0,Rent,20134,3/27/2016,Sunday,Local,0,1.0,11,Phone,0,1269.007108,5.0,Compact,18557.390330000002,red,15208.61862
22078,44,M,1.0,76,37851,1,0,Rent,80030,9/29/2016,Thursday,Highway,0,0.0,7,Phone,0,5695.594733,5.0,Compact,13252.79205,gray,23635.14243
22079,48,F,1.0,78,38723,1,1,Own,50049,12/13/2015,Sunday,Parking Lot,0,0.0,23,Phone,1,2550.712038,3.0,Large,29758.94398,silver,18341.62907
22084,50,M,1.0,73,39132,1,1,Own,80013,6/1/2016,Wednesday,Highway,1,1.0,96,Broker,1,1948.2612809999998,3.0,Large,33961.681580000004,black,19351.20493
22086,56,F,1.0,65,40249,0,1,Own,50025,9/5/2015,Saturday,Local,2,0.0,32,Phone,1,4424.983794,7.0,Medium,3619.12516,black,27462.502330000003
22088,37,M,1.0,76,36111,1,0,Rent,15028,4/9/2015,Thursday,Local,1,0.0,83,Broker,1,3823.858835,3.0,Medium,10010.47531,blue,29474.75612
22090,27,F,0.0,53,32971,0,1,Rent,80033,2/11/2015,Wednesday,Local,2,1.0,4,Online,1,4055.8262799999998,5.0,Large,17667.89424,other,15885.58016
22095,48,F,0.0,53,38712,0,0,Rent,50020,12/25/2016,Sunday,Highway,0,1.0,30,Phone,0,3513.7497380000004,6.0,Medium,22557.68628,red,11731.56791
22102,22,F,0.0,69,30917,1,0,Rent,85005,2/10/2015,Tuesday,Local,0,1.0,3,Online,0,3652.259479,5.0,Medium,29627.573539999998,white,15639.923130000001
22103,42,F,1.0,93,37374,0,0,Rent,15010,11/16/2015,Monday,Local,1,0.0,91,Phone,1,5312.468314,2.0,Compact,16325.8441,silver,27992.525139999998
22104,59,M,0.0,66,40786,0,1,Rent,85051,9/6/2015,Sunday,Highway,0,0.0,81,Broker,1,5270.114788,6.0,Compact,12444.5865,gray,17665.43923
22111,31,M,1.0,84,34352,1,0,Rent,85009,6/16/2016,Thursday,Local,0,0.0,82,Broker,0,3696.947068,1.0,Medium,34694.72711,black,37183.794010000005
22112,42,M,1.0,84,37386,1,1,Own,85060,3/20/2015,Friday,Highway,0,1.0,6,Broker,1,4526.088247,4.0,Large,21449.487259999998,other,58499.6368
22113,39,M,1.0,53,36635,0,0,Own,15060,10/19/2015,Monday,Parking Lot,0,0.0,99,Phone,0,1556.055723,0.0,Medium,18796.11735,silver,36526.29625
22114,49,M,1.0,66,38902,1,0,Own,15028,9/21/2016,Wednesday,Local,0,0.0,50,Phone,0,5765.50427,6.0,Large,15985.159430000002,silver,14623.50559
22115,34,F,1.0,59,35264,1,0,Rent,50058,4/7/2015,Tuesday,Local,0,0.0,18,Broker,0,7579.208468000001,5.0,Compact,48974.31284,black,16643.89651
22121,45,M,0.0,71,38065,1,1,Own,20159,12/1/2016,Thursday,Parking Lot,0,0.0,91,Phone,1,3911.020456,4.0,Large,20669.278280000002,blue,11106.5971
22122,36,F,1.0,87,35835,1,1,Own,50029,3/27/2016,Sunday,Parking Lot,5,0.0,2,Phone,1,3697.9674210000003,8.0,Compact,57016.67197,black,59382.0945
22123,34,F,0.0,43,35266,0,1,Own,50034,12/4/2015,Friday,Local,0,1.0,99,Online,0,2257.244004,6.0,Compact,9930.377606,black,46470.99467
22124,37,F,1.0,53,36115,0,1,Rent,20155,6/1/2016,Wednesday,Parking Lot,0,0.0,25,Broker,1,6016.513604,3.0,Compact,23745.84155,red,9710.537143000001
22125,37,M,0.0,76,36124,1,0,Own,80038,8/4/2015,Tuesday,Local,0,0.0,94,Phone,0,3217.5100420000003,2.0,Compact,29780.13309,black,23807.74056
22126,35,F,1.0,67,35539,1,0,Own,80014,7/7/2015,Tuesday,Parking Lot,0,0.0,51,Phone,0,1305.348058,7.0,Large,25628.52358,other,33569.71889
22134,29,F,1.0,90,33690,1,0,Rent,20153,2/9/2016,Tuesday,Local,2,0.0,97,Online,1,7251.771353,5.0,Large,17486.10914,other,27048.601280000003
22143,51,M,0.0,87,39305,1,1,Own,15014,4/13/2016,Wednesday,Local,0,0.0,95,Broker,1,1628.3755609999998,4.0,Medium,14006.088940000001,white,10252.81485
22151,55,F,1.0,86,40071,1,0,Own,80109,9/29/2015,Tuesday,Highway,0,0.0,83,Broker,0,3993.225423,6.0,Large,11485.112159999999,blue,10184.78083
22153,46,M,1.0,84,38296,1,0,Rent,50047,5/20/2015,Wednesday,Parking Lot,2,0.0,37,Broker,0,4458.457216,11.0,Medium,24531.21836,other,18756.16192
22155,41,M,1.0,69,37144,1,1,Rent,50041,12/15/2016,Thursday,Local,0,0.0,51,Broker,0,2513.650896,5.0,Medium,25180.7081,blue,14178.768769999999
22156,39,F,1.0,75,36637,1,1,Rent,50031,1/5/2016,Tuesday,Local,0,0.0,0,Phone,1,10999.46583,0.0,Medium,18114.3104,blue,21056.93708
22159,33,M,1.0,83,34987,1,1,Rent,80015,1/24/2015,Saturday,Parking Lot,1,0.0,75,Phone,0,5364.224113,6.0,Compact,18053.52147,white,26249.99548
22160,36,F,0.0,40,35833,1,0,Rent,20109,5/30/2016,Monday,Highway,0,0.0,50,Broker,0,7955.018392,3.0,Medium,29042.96015,silver,8033.082883
22161,45,M,1.0,54,38051,0,0,Own,50009,9/17/2016,Saturday,Highway,0,1.0,56,Phone,0,2366.598307,3.0,Large,19356.4084,white,21699.8317
22164,71,F,0.0,89,42633,1,1,Own,85028,4/20/2015,Monday,Local,3,0.0,1,Online,1,3278.359357,6.0,Medium,18339.71487,blue,26135.86196
22165,54,F,1.0,90,39886,1,1,Rent,85015,1/2/2015,Friday,Local,0,1.0,93,Broker,0,3449.9750950000002,7.0,Compact,22521.2034,silver,16803.89451
22166,38,F,1.0,85,36369,1,0,Own,80104,10/12/2015,Monday,Highway,0,0.0,6,Broker,0,4458.989053,6.0,Compact,34343.774860000005,silver,27571.4216
22175,42,M,1.0,53,37380,1,0,Rent,85069,4/22/2016,Friday,Local,0,0.0,34,Broker,1,7369.464478,4.0,Large,28071.828680000002,gray,14116.93901
22176,47,F,1.0,93,38512,1,1,Own,80102,8/8/2015,Saturday,Local,0,0.0,4,Broker,1,4485.535072,5.0,Compact,37890.45924,silver,16481.57912
22180,49,M,1.0,88,38927,1,0,Own,85079,2/14/2016,Sunday,Highway,0,0.0,16,Online,1,3559.306554,5.0,Compact,6037.991452,silver,22366.08943
22181,44,M,1.0,66,37817,1,1,Rent,20101,2/12/2016,Friday,Local,1,1.0,46,Broker,1,3856.8996399999996,10.0,Compact,16630.29033,blue,22733.209769999998
22188,30,F,1.0,68,34020,1,1,Own,50047,12/6/2016,Tuesday,Parking Lot,1,0.0,27,Phone,1,2213.643845,4.0,Medium,23224.76534,white,31880.675180000002
22189,53,F,0.0,69,39726,0,0,Rent,85080,10/16/2016,Sunday,Parking Lot,0,0.0,42,Phone,0,2676.190573,6.0,Compact,33988.167030000004,white,30871.0197
22190,40,F,1.0,76,36893,1,1,Own,15010,7/22/2015,Wednesday,Parking Lot,1,0.0,51,Broker,1,4463.203090999999,5.0,Large,10753.35947,other,17445.393930000002
